id,name,countries,degree_of_endangerment,number_of_speakers,latitude,longitude
746,Capanahua,Peru,Severely endangered,120,-6.5991,-74.2895
1770,Dâw,Brazil,Vulnerable,120,0.2197,-68.7744
1433,Ili Turk,China,Severely endangered,120,44.0244,81.145
536,Lamu,China,Critically endangered,120,26.2434,100.8654
2559,Obokuitai,Indonesia,Vulnerable,120,-2.9046,138.0816
2649,Polonomombauk,Vanuatu,Definitely endangered,120,-15.4907,167.0814
2228,Samre,Cambodia,Critically endangered,120,12.1166,103.0833
2654,Tutuba,Vanuatu,Definitely endangered,120,-15.5727,167.275
2360,Northern Tutchone,Canada,Definitely endangered,115,62.8255,-136.5838
2529,Dubu,Indonesia,Vulnerable,110,-3.5134,140.8612
260,Haisla,Canada,Critically endangered,110,53.9745,-128.6443
257,Heiltsuk,Canada,Critically endangered,105,52.1591,-128.1546
79,Kwegu,Ethiopia,Critically endangered,103,5.4191,36.0791
164,Adnyamathanha,Australia,Definitely endangered,100,-30.6,138.6035
2098,Ainbai,Papua New Guinea,Severely endangered,100,-3.1,141.2
514,Arem,"Lao People's Democratic Republic, Viet Nam",Severely endangered,100,18.1771,105.3369
1766,Banawá Yafi,Brazil,Vulnerable,100,-6.6427,-64.5996
1997,Bara (Colombia),Colombia,Critically endangered,100,0.05,-70.1733
2096,Bikaru,Papua New Guinea,Severely endangered,100,-4.8,143
1638,Boor,Chad,Critically endangered,100,10.2149,17.3721
2523,Burate,Indonesia,Severely endangered,100,-2.7811,135.9915
577,Callahuaya,Bolivia (Plurinational State of),Critically endangered,100,-15.1357,-69.1699
862,Comanche,United States of America,Severely endangered,100,34.6086,-98.3904
2526,Dabra,Indonesia,Vulnerable,100,-3.4092,139.0209
175,Djinang,Australia,Definitely endangered,100,-12.3507,135.1098
1387,Dulbu,Nigeria,Critically endangered,100,9.985,10.0579
512,Ghomara,Morocco,Critically endangered,100,35.0108,-5.5151
476,Itelmen,Russian Federation,Critically endangered,100,57.1496,156.9012
608,Jebero,Peru,Critically endangered,100,-5.3097,-75.9814
1385,Jilbe,Nigeria,Critically endangered,100,11.749,14.5458
2109,Kalamo,Papua New Guinea,Severely endangered,100,-6.7,142.5
2265,Kanowit,Malaysia,Severely endangered,100,2.0652,112.1489
2539,Karas,Indonesia,Severely endangered,100,-3.4585,132.6599
28,Kiong,Nigeria,Critically endangered,100,5.2906,8.3523
2543,Kofei,Indonesia,Severely endangered,100,-2.3833,136.7907
2683,Likum,Papua New Guinea,Definitely endangered,100,-2.1651,146.6921
843,Maricopa,United States of America,Severely endangered,100,33.3772,-112.1676
1030,Mohave (Arizona),United States of America,Severely endangered,100,34.0231,-114.5045
841,Mohave (California),United States of America,Severely endangered,100,34.6905,-114.598
1735,Molo,Sudan,Critically endangered,100,10.898,34.2773
2422,Mulao,China,Severely endangered,100,26.5851,107.9524
1391,Mvanip,Nigeria,Critically endangered,100,6.7027,11.2225
2692,Nafi,Papua New Guinea,Severely endangered,100,-6.3999,146.802
2191,Nemadi,Mauritania,Critically endangered,100,18.4118,-9.4482
1978,Ninam (Venezuela),Venezuela (Bolivarian Republic of),Vulnerable,100,4.5435,-63.5668
638,Omagua (Peru),Peru,Critically endangered,100,-4.0724,-73.103
492,Oroch,Russian Federation,Critically endangered,100,49.1781,139.7625
2135,Oroha,Solomon Islands,Severely endangered,100,-9.7686,161.51
2562,Pauwi,Indonesia,Vulnerable,100,-1.8151,137.8193
2122,Piame,Papua New Guinea,Severely endangered,100,-4.9,142.85
2123,Pyu,Indonesia,Severely endangered,100,-4.5,140.9
1176,Ruga,India,Critically endangered,100,25.2844,90.4614
823,Sahaptin,United States of America,Severely endangered,100,44.7712,-121.2871
555,Samatao,China,Critically endangered,100,24.9359,102.7935
274,Seneca (United States of America),United States of America,Severely endangered,100,42.3291,-78.868
2565,Senggi,Indonesia,Vulnerable,100,-3.4339,140.7685
770,Shawnee,United States of America,Severely endangered,100,35.359,-96.9298
1988,Shiwiar,Ecuador,Severely endangered,100,-2.2186,-76.8164
1199,Shompen,India,Critically endangered,100,7.0245,93.8232
106,Soo,Uganda,Critically endangered,100,2.161,34.5986
1223,Tai Nora,India,Critically endangered,100,26.8485,94.5648
1224,Tai Rong,India,Critically endangered,100,26.9024,94.757
1220,Tangam,India,Critically endangered,100,29.1473,94.5538
1847,Tariana (Brazil),Brazil,Critically endangered,100,0.9228,-67.5439
2483,Tirahi,Afghanistan,Critically endangered,100,34.3139,70.3729
864,"Ute (Colorado, Southern Ute)",United States of America,Severely endangered,100,37.115,-107.6331
2131,Vehes,Papua New Guinea,Severely endangered,100,-6.9427,146.9311
245,Wik Ngathan,Australia,Definitely endangered,100,-14.9561,141.8884
1874,Xokleng,Brazil,Critically endangered,100,-26.5522,-49.0779
20,Yangkam,Nigeria,Critically endangered,100,9.1048,9.8904
2104,Yarawata,Papua New Guinea,Severely endangered,98,-4.9377,145.4946
1480,O'odham (Mexico),Mexico,Definitely endangered,94,31.5188,-112.7472
2124,Samosa,Papua New Guinea,Severely endangered,94,-5.0116,145.5386
2116,Mindiri,Papua New Guinea,Severely endangered,93,-5.5517,146.1538
2130,Usu,Papua New Guinea,Severely endangered,93,-5.2851,145.4974
1939,Iteri,Papua New Guinea,Severely endangered,90,-4.0807,141.5039
225,Ngarinyin,Australia,Definitely endangered,90,-16.9096,125.4199
2650,Repanbitip,Vanuatu,Definitely endangered,90,-16.3155,167.6026
2573,Tofanma,Indonesia,Vulnerable,90,-3.5675,140.7925
2127,Taiap,Papua New Guinea,Severely endangered,89,-4.1,144.5
1259,Kusunda,Nepal,Critically endangered,87,27.9275,84.2866
1916,Patamona (Brazil),Brazil,Vulnerable,87,4.5216,-60.3808
1442,Xiri,South Africa,Critically endangered,87,-31.3924,21.0498
2558,Narau,Indonesia,Severely endangered,85,-3.3818,139.8202
2105,Ak,Papua New Guinea,Severely endangered,83,-3.6093,141.6604
1928,Araona,Bolivia (Plurinational State of),Severely endangered,81,-12.4473,-68.137200000000007
2099,Ari,Papua New Guinea,Severely endangered,80,-8,142.4
1969,Assiniboine (Canada),Canada,Critically endangered,80,50.3536,-103.4841
2100,Dorro,Papua New Guinea,Severely endangered,80,-9.1834,141.89940000000001
1005,Gong,Thailand,Severely endangered,80,15.088,99.523
2537,Itik,Indonesia,Vulnerable,80,-2.3181,139.148
2686,Mari,Papua New Guinea,Severely endangered,80,-9.0478,141.89940000000001
2158,Pwapwa,New Caledonia (France),Severely endangered,80,-20.8074,164.5367
2704,Somm,Papua New Guinea,Definitely endangered,80,-6.1296,146.4642
2572,Tobati,Indonesia,Severely endangered,80,-2.6059,140.7997
1924,Moré,Bolivia (Plurinational State of),Critically endangered,76,-12.0822,-64.9731
2145,Mores,Vanuatu,Severely endangered,75,-15.3583,166.8988
2119,Musan,Papua New Guinea,Severely endangered,75,-4.0355,141.361
2121,Papi,Papua New Guinea,Severely endangered,75,-4.5,142
2374,Sarcee,Canada,Critically endangered,75,50.9682,-114.3851
2377,Sekani,Canada,Critically endangered,75,58.0952,-122.7067
2101,Arawun,Papua New Guinea,Severely endangered,73,-5.5093,145.8929
1934,Siriano (Brazil),Brazil,Vulnerable,71,0.5244,-67.5
1368,Teko,Mexico,Severely endangered,71,15.6582,-92.1427
1886,Anus,Indonesia,Severely endangered,70,-2.1268,139.5126
2518,Awera,Indonesia,Vulnerable,70,-2.7084,136.0395
1873,Boruca,Costa Rica,Critically endangered,70,9.001,-83.323
2528,Doutai,Indonesia,Severely endangered,70,-3.2282,138.2189
156,East Cape Yupik,Russian Federation,Critically endangered,70,66.0166,-169.7166
2535,Iresim,Indonesia,Severely endangered,70,-3.6011,135.1428
2645,Mafea,Vanuatu,Definitely endangered,70,-15.4219,167.2366
1474,Vilamovian,Poland,Severely endangered,70,49.7909,18.762
1263,Western Chocho,Mexico,Severely endangered,70,17.7486,-97.4409
2084,Yankunytjatjara,Australia,Definitely endangered,70,-27.3132,132.0666
250,Yanyuwa,Australia,Severely endangered,70,-15.9613,136.3842
2132,Yapunda,Papua New Guinea,Severely endangered,69,-3.5,142.4
2663,Bothar,Papua New Guinea,Severely endangered,68,-9.0695,141.155
1710,Kari'ña (Brazil),Brazil,Definitely endangered,66,4.0067,-51.6027
232,Ritharrngu,Australia,Definitely endangered,66,-13.1543,134.8242
1571,Northern Straits Salish,United States of America,Critically endangered,65,48.488,-122.6363
2126,Sumariup,Papua New Guinea,Severely endangered,65,-4.7,143.3
1371,Ixil (Mexico),Mexico,Critically endangered,64,19.508,-89.3188
493,Orok,Russian Federation,Critically endangered,64,52.3437,143.0557
612,Carapana (Brazil),Brazil,Severely endangered,63,-3.0966,-65.061
2085,Yan-nhangu,Australia,Definitely endangered,61,-12.094,134.89
2659,Atemble,Papua New Guinea,Definitely endangered,60,-5.1292,144.7421
2660,Bagupi,Papua New Guinea,Definitely endangered,60,-5.0454,145.5822
2003,Carapana (Colombia),Colombia,Definitely endangered,60,0.9337,-70.8178
185,Gooniyandi,Australia,Severely endangered,60,-18.8335,125.9912
188,Gurrgoni,Australia,Vulnerable,60,-12.1037,134.3408
196,Kija,Australia,Severely endangered,60,-18.0832,128.1884
959,Montana Salish,United States of America,Critically endangered,60,47.5944,-114.1182
222,Ngangikurunggurr,Australia,Severely endangered,60,-14.6792,130.3967
912,Olultecan,Mexico,Severely endangered,60,17.9277,-94.8969
1792,Senaya,Iran (Islamic Republic of),Critically endangered,60,36.2664,50.0042
2387,Tahltan,Canada,Critically endangered,60,57.8451,-129.9745
1696,Tembé,Brazil,Severely endangered,60,-2.6467,-46.7248
2118,Mosimo,Papua New Guinea,Severely endangered,58,-4.9473,145.5551
656,Tapayuna,Brazil,Severely endangered,58,-10.5559,-53.0639
2107,Bepour,Papua New Guinea,Severely endangered,57,-4.586,145.4184
2102,Faita,Papua New Guinea,Severely endangered,57,-5.657,145.5001
1885,Teribe (Costa Rica),Costa Rica,Critically endangered,57,9.0593,-83.2876
726,Kiliwa,Mexico,Critically endangered,56,31.25,-115.6166
2117,Moere,Papua New Guinea,Severely endangered,56,-4.6038,145.437
1919,Baure,Bolivia (Plurinational State of),Critically endangered,55,-13.1008,-64.5007
261,Southern Haida,Canada,Critically endangered,55,53.2697,-131.9861
2389,Tlingit (Canada),Canada,Critically endangered,55,60.171,-132.7395
162,Upper Tanana (United States of America),United States of America,Critically endangered,55,62.6867,-141.2182
944,Zapotec of Asunción Tlacolulita,Mexico,Critically endangered,53,16.3,-95.7166
660,Trumai,Brazil,Critically endangered,51,-11.8807,-53.6009
570,Arabela,Peru,Severely endangered,50,-1.5818,-75.3881
2159,Arha,New Caledonia (France),Critically endangered,50,-21.3047,165.0146
230,Banjima,Australia,Severely endangered,50,-22.289,119.3774
1525,Bella Coola,Canada,Critically endangered,50,52.3823,-126.7255
2278,Budong-Budong,Indonesia,Critically endangered,50,-2.0601,119.3074
2666,Bulgebi,Papua New Guinea,Definitely endangered,50,-5.7485,146.4532
2025,Chiquitano (Brazil),Brazil,Critically endangered,50,-17.4345,-58.0627
474,Forest Yukagir,Russian Federation,Critically endangered,50,65.4936,151.0757
2103,Gorovu,Papua New Guinea,Severely endangered,50,-4.5,144.6
1753,Iduh (Lao PDR),Lao People's Democratic Republic,Critically endangered,50,19.3292,103.3758
379,Karaim (Lithuania),Lithuania,Severely endangered,50,54.642,24.9499
1001,Kasong,"Cambodia, Thailand",Critically endangered,50,12.564,102.529
2540,Kayupulau,Indonesia,Critically endangered,50,-2.5464,140.725
2311,Lolak,Indonesia,Critically endangered,50,0.8569,124.0081
2583,Maku'a,Timor-Leste,Critically endangered,50,-8.4017,127.2271
625,Makurap,Brazil,Severely endangered,50,-12.1682,-63.0285
212,Miriwoong,Australia,Critically endangered,50,-16.7631,128.9025
2557,Moraori,Indonesia,Severely endangered,50,-8.7113,140.7128
216,Nakkara,Australia,Severely endangered,50,-12.1145,134.5825
224,Ngarinman,Australia,Severely endangered,50,-16.6782,129.7485
2622,Norfolk-Pitcairn (Pitcairn),Pitcairn  (U.K.),Vulnerable,50,-24.3721,-128.3203
886,Omaha-Ponca,United States of America,Critically endangered,50,42.0817,-96.4855
98,Omotik,Kenya,Critically endangered,50,-1.115,35.9143
2455,Onge,India,Critically endangered,50,10.639,92.4938
2409,Patua,China,Critically endangered,50,22.1632,113.5464
2607,Paulohi,Indonesia,Critically endangered,50,-3.2721,128.757
1529,Potawatomi (Kansas),United States of America,Critically endangered,50,39.3251,-95.8495
272,Potawatomi (Michigan),United States of America,Critically endangered,50,45.0269,-84.1992
1531,Potawatomi (Oklahoma),United States of America,Critically endangered,50,35.3135,-96.9255
1530,Potawatomi (Wisconsin),United States of America,Critically endangered,50,45.5601,-88.83
2609,Salas,Indonesia,Severely endangered,50,-3.135,130.5505
1000,Samray,"Cambodia, Thailand",Critically endangered,50,13.685,101.5931
312,Sapé,Venezuela (Bolivarian Republic of),Critically endangered,50,5.0033,-63.5449
1363,Sentilese,India,Critically endangered,50,11.5446,92.2576
2268,Sian,Malaysia,Severely endangered,50,2.3854,114.3354
2652,Tambotalo,Vanuatu,Severely endangered,50,-15.4655,167.1027
159,Tanacross,United States of America,Critically endangered,50,64.2159,-145.9643
160,Tanaina,United States of America,Severely endangered,50,63.3422,-148.8647
2137,Tanimbili,Solomon Islands,Severely endangered,50,-11.2935,166.5211
243,Warumungu,Australia,Severely endangered,50,-19.5183,133.9453
943,Zapotec of San Felipe Tejalapan,Mexico,Critically endangered,50,17.1099,-96.8539
2128,Tench,Papua New Guinea,Critically endangered,49,-1.6394,150.6939
213,Mudburra,Australia,Severely endangered,48,-16.9727,131.77
226,Nunggubuyu,Australia,Severely endangered,44,-13.8807,135.725
2095,Dumun,Papua New Guinea,Critically endangered,42,-5.5421,146.0906
22,Kudu-Camo,Nigeria,Critically endangered,42,11.0166,8.8879
2136,Asumboa,Solomon Islands,Severely endangered,40,-11.2982,166.4868
172,Bunuba,Australia,Severely endangered,40,-17.8951,125.7495
2024,Chamacoco,"Brazil, Paraguay",Critically endangered,40,-23.0595,-55.6127
182,Garrwa,Australia,Severely endangered,40,-17.1197,137.6806
2076,Gumbaynggirr,Australia,Critically endangered,40,-30.3349,152.8198
2553,Maremgi,Indonesia,Definitely endangered,40,-2.2571,139.5455
858,Mono (Western),United States of America,Critically endangered,40,37.0943,-119.4999
2382,Southern Tutchone,Canada,Critically endangered,40,60.7796,-137.4983
845,Tipai (United States of America),United States of America,Severely endangered,40,32.6049,-116.4678
501,Tofa,Russian Federation,Critically endangered,40,53.7324,98.2589
505,Udege,Russian Federation,Critically endangered,40,47.6209,136.0903
2579,Yoki,Indonesia,Severely endangered,40,-1.5893,137.9127
1652,Noy,Chad,Critically endangered,36,8.9312,17.8829
467,Chulym Turk,Russian Federation,Critically endangered,35,57.3354,88.1542
2538,Kapori,Indonesia,Critically endangered,35,-3.4,139.7
1367,Kaqchikel (Mexico),Mexico,Critically endangered,35,19.4044,-90.0604
766,Menominee,United States of America,Critically endangered,35,44.9356,-88.6144
1945,Quechua of Pacaraos,Peru,Critically endangered,35,-11.2538,-76.8054
2129,Turaka,Papua New Guinea,Critically endangered,35,-9.796,149.447
576,Barasana (Brazil),Brazil,Severely endangered,34,0.7909,-68.6425
2097,Bilakura,Papua New Guinea,Critically endangered,34,-4.9404,145.5303
1808,Macuna (Brazil),Brazil,Vulnerable,32,1.1395,-67.7636
1364,Jarawa,India,Critically endangered,31,12.6028,92.752
2111,Kowaki,Papua New Guinea,Critically endangered,31,-4.6079,145.4067
548,Kri,Lao People's Democratic Republic,Severely endangered,31,18.25,105
2115,Mawak,Papua New Guinea,Critically endangered,31,-4.5819,145.3079
2212,Alabat Island Agta,Philippines,Critically endangered,30,14.1209,122.0282
2328,Amahai,Indonesia,Critically endangered,30,-3.3352,128.9314
169,Bardi,Australia,Severely endangered,30,-16.9307,122.871
867,Cahuilla,United States of America,Critically endangered,30,33.5404,-116.7436
36,Cambap,Cameroon,Critically endangered,30,6.4872,11.802
289,Carijona,Colombia,Critically endangered,30,-1.2743,-70.1147
2442,Chintaw,China,Critically endangered,30,24.9263,98.2414
693,Comox/Sliammon,Canada,Critically endangered,30,49.6795,-124.9542
1616,Djeoromitxi,Brazil,Severely endangered,30,-12.05,-64.6655
2530,Duriankere,Indonesia,Critically endangered,30,-1.3896,130.9247
1635,Goundo,Chad,Critically endangered,30,9.4761,16.2652
2110,Kawucha,Papua New Guinea,Critically endangered,30,-6.9373,146.1621
2547,Kwerisa,Indonesia,Critically endangered,30,-2.9759,138.153
1464,Mono (Eastern),United States of America,Critically endangered,30,37.3674,-118.3953
220,Ngalkbun,Australia,Severely endangered,30,-13.5178,134.6264
2267,Punan Batu,Malaysia,Critically endangered,30,2.6021,114
1892,Rama,Nicaragua,Critically endangered,30,11.8847,-83.7995
1260,Sia Pedee,Ecuador,Critically endangered,30,0.9887,-79.1674
2156,Ske,Vanuatu,Severely endangered,30,-15.9085,168.1924
821,Valley Yokuts,United States of America,Severely endangered,30,36.0582,-119.5241
240,Warnman,Australia,Severely endangered,30,-22.9786,122.7832
246,Wik Ngencherr,Australia,Severely endangered,30,-14.0939,141.8554
247,Wiradjuri,Australia,Critically endangered,30,-34.5608,147.041
698,Malinaltepec Tlapanec,Mexico,Vulnerable,29,17.2451,-98.6717
144,Ahtna,United States of America,Critically endangered,25,62.7547,-144.3164
2140,Bieria,Vanuatu,Critically endangered,25,-16.8045,168.2446
894,Caddo,United States of America,Critically endangered,25,35.0985,-98.2603
803,Columbian,United States of America,Critically endangered,25,48.1764,-119.0523
727,Iquito,Peru,Critically endangered,25,-3.6449,-74.1577
619,Kwazá,Brazil,Critically endangered,25,-12.651,-60.4138
208,Marrithiyel,Australia,Critically endangered,25,-13.806,130.0451
2554,Massep,Indonesia,Critically endangered,25,-1.7575,138.3178
2556,Mor,Indonesia,Severely endangered,25,-2.8607,132.7697
2006,Pisamira,Colombia,Critically endangered,25,1.0656,-70.4388
629,Sakurabiat,Brazil,Severely endangered,25,-12.967,-61.2652
1107,Surel,Nepal,Critically endangered,25,27.6969,86.3058
776,Upper Kuskokwim,United States of America,Critically endangered,25,63.0091,-154.3889
45,Zumaya,Cameroon,Critically endangered,25,10.5323,14.3591
837,Kashaya,United States of America,Critically endangered,24,38.6603,-123.3045
2037,Kavalan,China,Critically endangered,24,24.7393,121.6996
241,Wardaman,Australia,Severely endangered,24,-14.9925,131.9293
848,Washo,United States of America,Severely endangered,24,38.9226,-119.7256
200,Kuku Yalanji,Australia,Severely endangered,23,-15.8148,144.9316
445,Sām,Nepal,Severely endangered,23,27.3595,86.9979
990,Southwestern Tlapanec,Mexico,Vulnerable,23,16.9629,-99.0953
165,Alawa,Australia,Critically endangered,22,-16.4676,134.0771
2263,Tobian,Palau,Critically endangered,22,2.9594,131.8084
1769,Bara (Brazil),Brazil,Vulnerable,21,0.3515,-68.9721
1265,Ixcatec,Mexico,Critically endangered,21,17.8493,-97.181
685,Añu,Venezuela (Bolivarian Republic of),Critically endangered,20,11.022,-71.7352
2176,Barzani Jewish Neo-Aramaic (Israel),Israel,Critically endangered,20,31.7888,35.1947
1315,Bom,Sierra Leone,Severely endangered,20,7.3188,-11.9915
171,Bundjalung,Australia,Severely endangered,20,-28.9998,152.9077
1991,Chung (Cambodia),Cambodia,Critically endangered,20,10.6875,103.8084
