id,name,countries,degree_of_endangerment,number_of_speakers,latitude,longitude
323,Yanomami (Brazil),Brazil,Vulnerable,6000,3.0746000000000002,-63.457
1460,Yazgulami,Tajikistan,Severely endangered,6000,38.1982,71.4276
432,Chantyal,Nepal,Definitely endangered,5912,28.4493,83.4054
2341,Mortlockese,Micronesia (Federated States of),Definitely endangered,5904,5.5811,153.5668
1767,Baníwa do Içana,"Brazil, Colombia, Venezuela (Bolivarian Republic of)",Vulnerable,5811,1.2743,-68.291
285,"Akawaio (Guyana, Venezuela)","Guyana, Venezuela (Bolivarian Republic of)",Definitely endangered,5800,5.3753,-60.5126
1039,Akhvakh,Russian Federation,Definitely endangered,5793,42.472,46.3238
420,Veps,Russian Federation,Severely endangered,5753,60.3269,34.8046
2372,Qikiqtaaluk nigiani,Canada,Vulnerable,5740,63.7577,-68.5178
1829,Sipakapense,Guatemala,Definitely endangered,5687,15.2121,-91.6335
1871,Bribri (Costa Rica),Costa Rica,Vulnerable,5647,9.5596,-83.3073
1301,Bainouk-Gunyaamolo,Senegal,Vulnerable,5635,12.7421,-16.1141
1305,Kwatay,Senegal,Severely endangered,5625,12.4204,-16.7596
2248,Baheng (Viet Nam),Viet Nam,Vulnerable,5569,22.8166,106.35
909,Central Zoque,Mexico,Definitely endangered,5500,17.0965,-93.2095
1605,Dameli,Pakistan,Severely endangered,5500,35.578,71.8684
1138,Sak (Bangladesh),Bangladesh,Severely endangered,5500,21.5041,92.2055
1603,Yidgha,Pakistan,Definitely endangered,5500,36.0024,71.6006
1486,Southeastern Tarahumara,Mexico,Vulnerable,5406,26.0891,-106.9645
634,Chimané,Bolivia (Plurinational State of),Vulnerable,5300,-15.2629,-66.8518
73,Dilling,Sudan,Definitely endangered,5295,12.0178,29.663
851,San Dionisio del Mar Huave,Mexico,Definitely endangered,5165,16.3166,-94.75
72,Lafofa,Sudan,Severely endangered,5140,10.3716,30.6243
2220,Akeu,"Lao People's Democratic Republic, Myanmar, Thailand",Definitely endangered,5000,21.5833,101.0166
2429,Anung (China),China,Critically endangered,5000,26.7368,98.7766
1040,Bagvalal,Russian Federation,Definitely endangered,5000,42.5247,46.192
1671,Bambassi,Ethiopia,Definitely endangered,5000,9.7469,34.7662
288,Barí,Colombia,Vulnerable,5000,9.0261,-73.2678
1435,Bartangi,Tajikistan,Severely endangered,5000,38.048,71.8286
983,Bokar,"China, India",Vulnerable,5000,28.8735,94.3807
444,Brokpa,Bhutan,Definitely endangered,5000,27.3766,91.9981
900,Creek,United States of America,Definitely endangered,5000,35.6319,-95.9616
2002,Cubeo (Colombia),Colombia,Vulnerable,5000,1.5,-70.5
450,Dagur (Hailar),China,Definitely endangered,5000,48.6111,119.7949
2524,Damal,Indonesia,Vulnerable,5000,-4.2806,137.0324
123,Dhaiso,United Republic of Tanzania,Definitely endangered,5000,-5.0745,38.4741
1206,Gorum,India,Definitely endangered,5000,18.667,83.0346
1922,Guarayu,Bolivia (Plurinational State of),Definitely endangered,5000,-15.919,-62.8747
1597,Gutnish,Sweden,Definitely endangered,5000,57.3027,18.5284
870,Hopi,United States of America,Vulnerable,5000,35.8721,-110.6205
30,Ilue,Nigeria,Critically endangered,5000,4.9185,8.2397
1962,Jibbali,Oman,Severely endangered,5000,18.0623,52.4267
1602,Kalasha,Pakistan,Severely endangered,5000,35.6684,71.7201
117,Kami,United Republic of Tanzania,Severely endangered,5000,-6.8937,37.1337
529,Kathu,China,Definitely endangered,5000,24.136,105.249
2068,Khojki,Oman,Severely endangered,5000,23.6193,58.5653
128,Khwe,Namibia,Definitely endangered,5000,-18.271,21.4892
1188,Kom,India,Definitely endangered,5000,24.0414,93.6639
2183,Korandje,Algeria,Severely endangered,5000,29.4049,-3.2605
531,Lachi,Viet Nam,Definitely endangered,5000,22.5,104.1333
2426,Mak,China,Definitely endangered,5000,25.5532,107.3809
709,Manihiki,Cook Islands,Definitely endangered,5000,-10.4,-161
388,Megleno-Romanian,"Greece, The former Yugoslav Republic of Macedonia",Severely endangered,5000,41.1042,22.2025
1094,Miji,India,Definitely endangered,5000,27.3351,92.5735
2413,Mo'ang (China),China,Definitely endangered,5000,23.8421,103.9116
2243,Mo'ang (Viet Nam),Viet Nam,Definitely endangered,5000,22.7833,105.3666
1349,Molise Croatian,Italy,Severely endangered,5000,41.8787,14.7065
2454,Moroccan Judeo-Arabic (Morocco),Morocco,Severely endangered,5000,34.0435,-5.0097
2436,Namuyi,China,Vulnerable,5000,28.0727,101.9565
2313,Padoe,Indonesia,Vulnerable,5000,-2.6467,121.2615
307,Patamona (Guyana),Guyana,Vulnerable,5000,4.5873,-59.8095
1193,Pu,India,Critically endangered,5000,8.2549,93.1022
310,Pume,Venezuela (Bolivarian Republic of),Definitely endangered,5000,6.7518,-68.247
1103,Singpho,India,Definitely endangered,5000,27.5569,96.7456
1216,Turi,India,Definitely endangered,5000,21.8411,87.2973
1063,Udi (Azerbaijan),Azerbaijan,Severely endangered,5000,41.0689,47.4609
1979,Yecuana (Venezuela),Venezuela (Bolivarian Republic of),Vulnerable,5000,4.8501,-64.5117
1125,Jirel,Nepal,Definitely endangered,4919,27.6419,86.2123
468,Dolgan,Russian Federation,Definitely endangered,4865,71.3851,97.3388
2057,Romani (Colombia),Colombia,Vulnerable,4858,NA,NA
1160,Tsum,Nepal,Definitely endangered,4786,28.4723,85.008
993,Northern Tlapanec,Mexico,Vulnerable,4771,17.4203,-98.7814
2028,Taroko,China,Vulnerable,4750,24.0916,121.5218
151,Kivallirmiutut,Canada,Vulnerable,4675,61.0982,-94.1201
1283,Puebla Mazatec,Mexico,Vulnerable,4660,18.476,-96.8351
954,Zapotec of Petapa,Mexico,Definitely endangered,4613,16.8333,-95.1166
1086,Dungmali,Nepal,Definitely endangered,4609,27.1874,87.1902
1427,Saryg Yugur,China,Severely endangered,4600,39.2747,98.8439
2373,Qikiqtaaluk uannangani,Canada,Vulnerable,4550,69.3878,-81.615
1689,Afitti,Sudan,Severely endangered,4512,12.4419,30.7534
748,Nomatsiguenga,Peru,Severely endangered,4500,-11.3292,-74.3664
308,Piapoko,"Colombia, Venezuela (Bolivarian Republic of)",Definitely endangered,4500,4.0396,-68.0712
713,Tokelauan,Tokelau,Severely endangered,4500,-9.1699,-171.8206
2326,Wotu,Indonesia,Vulnerable,4500,-2.6303,120.888
1111,Wambule,Nepal,Vulnerable,4471,27.1746,86.4363
688,Southern East Cree,Canada,Vulnerable,4455,50.587,-73.6365
1673,Arbore,Ethiopia,Definitely endangered,4441,5.069,36.892
58,Ebang,Sudan,Severely endangered,4412,11.313,30.5886
1327,Tafi,Ghana,Vulnerable,4400,6.73,0.4421
1101,Puma,Nepal,Severely endangered,4310,26.9692,86.9004
1742,Gyele,"Cameroon, Equatorial Guinea",Definitely endangered,4280,2.2241,9.8986
1744,Bwisi,"Congo, Gabon",Definitely endangered,4248,-3.5572,11.4477
267,Eastern Montagnais,Canada,Vulnerable,4180,50.2136,-66.193
1545,Atikamekw,Canada,Vulnerable,4155,47.2104,-74.3827
906,Western Zoque,Mexico,Vulnerable,4100,16.9063,-91.7333
878,Acoma-Laguna,United States of America,Definitely endangered,4000,34.8964,-107.5816
1097,Aka,"India, Sudan",Definitely endangered,4000,27.1666,92.6312
1313,Baga Manduri,Guinea,Definitely endangered,4000,10.0986,-14.0405
13,Baga Sitemu,Guinea,Severely endangered,4000,10.1094,-14.1586
1044,Botlikh,Russian Federation,Definitely endangered,4000,42.6602,46.2222
1181,Bunan,India,Definitely endangered,4000,32.7503,76.2451
749,Cashinahua (Peru),Peru,Definitely endangered,4000,-10.3581,-71.5869
581,Cha'palaa,Ecuador,Definitely endangered,4000,0.9386,-79.0055
459,Evenki (Manchuria),China,Severely endangered,4000,50.34,123.43
523,Gazhuo,China,Definitely endangered,4000,24.0959,102.5463
1047,Godoberi,Russian Federation,Definitely endangered,4000,42.643,46.1027
670,"Kari'ña (Guyana, Suriname)","Guyana, Suriname",Severely endangered,4000,6.8828,-60.2929
2174,Lishan Didan (Israel),Israel,Severely endangered,4000,32.0383,34.7827
2233,Maleng,Lao People's Democratic Republic,Definitely endangered,4000,18.0166,105
2312,Napu,Indonesia,Vulnerable,4000,-1.2882,120.2536
2316,Rahambuu,Indonesia,Vulnerable,4000,-3.1898,121.0858
1127,Shingsaba,"China, Nepal",Vulnerable,4000,27.7163,87.4731
1431,Sinkiang Dagur,China,Definitely endangered,4000,46.7737,83.0017
1441,Taa,Botswana,Definitely endangered,4000,-24.1367,20.1049
54,Tennet,Sudan,Vulnerable,4000,4.8611,33.2226
1920,Wapishana (Brazil),Brazil,Definitely endangered,4000,2.8113,-61.2377
1908,Yagua,Peru,Definitely endangered,4000,-3.3598,-72.3779
1932,Yanomám,Brazil,Vulnerable,4000,3.3818,-63.8085
1981,Yanomami (Venezuela),Venezuela (Bolivarian Republic of),Vulnerable,4000,2.5918,-64.7314
2404,Younuo Bunu,China,Definitely endangered,4000,25.1463,106.5405
717,Zenaga (Mauritania),Mauritania,Severely endangered,4000,17.3086,-13.0078
1551,Baghati,India,Critically endangered,3976,31.194,77.0471
1552,Bharmauri,India,Definitely endangered,3976,32.4912,76.8383
1832,Uspantek,Guatemala,Vulnerable,3971,15.3475,-90.8684
2196,Khang Quang Lam,Viet Nam,Severely endangered,3921,22.0333,102.6666
1323,Konni,Ghana,Vulnerable,3800,10.3311,-1.6973
1727,Tocho,Sudan,Severely endangered,3800,10.8764,30.1135
976,Mixtec of the Puebla-Oaxaca border,Mexico,Definitely endangered,3791,18.1333,-97.6833
1158,Nupri,Nepal,Definitely endangered,3776,28.6384,84.6079
1926,Ayoreo,Bolivia (Plurinational State of),Definitely endangered,3700,-18.719,-59.6228
543,Moyon,India,Definitely endangered,3700,24.4171,94.378
2415,Utsat,China,Definitely endangered,3700,18.2727,109.3871
85,Nayi,Ethiopia,Vulnerable,3656,7.2698,36.1724
2690,Mussau-Emira,Papua New Guinea,Definitely endangered,3651,-1.4774,149.6392
1737,Narim,Sudan,Definitely endangered,3623,4.9048,34.2224
1834,Garífuna (Guatemala),Guatemala,Vulnerable,3564,15.8268,-88.7506
1099,Nachiring,Nepal,Severely endangered,3553,27.4144,86.7521
1269,Eastern Popoloc,Mexico,Vulnerable,3544,18.3322,-97.3471
1716,Nding,Sudan,Critically endangered,3513,10.4121,30.6024
2218,Anung (Myanmar),Myanmar,Severely endangered,3500,27.2,98.6333
578,Camsá,Colombia,Definitely endangered,3500,0.8788,-76.7724
883,Crow,United States of America,Definitely endangered,3500,45.5963,-107.4613
554,Sak (Myanmar),Myanmar,Vulnerable,3500,21.2333,93.0761
1720,Shwai,Sudan,Critically endangered,3500,11.3184,30.4156
2576,Wano,Indonesia,Definitely endangered,3500,-3.5463,137.9058
2365,Northwestern Ojibwe,Canada,Vulnerable,3465,52.0016,-95.4274
1393,Bakpinka,Nigeria,Critically endangered,3416,5.3644,8.2397
1736,Morokodo,Sudan,Severely endangered,3400,6.0313,29.7949
1271,Eloxochitlán Mazatec,Mexico,Vulnerable,3384,18.1754,-96.8765
1311,Menik,Senegal,Definitely endangered,3375,12.7528,-12.2717
1899,Teribe (Panama),Panama,Definitely endangered,3305,9.4472,-82.5166
1725,Tima,Sudan,Severely endangered,3305,11.7033,29.1934
1679,Mursi,Ethiopia,Vulnerable,3278,5.5831,36.5075
2315,Pendau,Indonesia,Vulnerable,3200,0.1922,120.0091
1285,Ayautla Mazatec,Mexico,Vulnerable,3192,18.019,-96.7441
1752,Yucatec,Belize,Definitely endangered,3155,17.0922,-89.1221
908,Sayultec,Mexico,Definitely endangered,3150,17.8816,-94.9597
991,Eastern Tlapanec,Mexico,Vulnerable,3088,17.8135,-98.604
1052,Juhur (Caucasus),"Azerbaijan, Russian Federation",Definitely endangered,3016,42.0044,48.2409
5,Awjila,Libyan Arab Jamahiriya,Severely endangered,3000,26.6278,24.5214
2274,Baleasang,Indonesia,Definitely endangered,3000,-0.0494,119.685
1743,Benga,"Gabon, Equatorial Guinea",Definitely endangered,3000,0.9997,9.8657
2276,Besoa,Indonesia,Vulnerable,3000,-1.7163,120.4211
99,Boni,Kenya,Definitely endangered,3000,-0.8294,40.8142
1664,Bonjo,Congo,Severely endangered,3000,1.7712,17.9598
2484,Brokshat,India,Definitely endangered,3000,34.6478,76.4978
1045,Budukh,Azerbaijan,Severely endangered,3000,41.1207,48.3233
76,Dahaalik,Eritrea,Critically endangered,3000,15.6917,40.0671
686,East Greenlandic,Greenland (Kingdom of Denmark),Definitely endangered,3000,65.6061,-37.6858
676,Eastern Khanty,Russian Federation,Definitely endangered,3000,61.2491,74.5092
25,Fyem,Nigeria,Severely endangered,3000,9.6332,8.8632
1209,Geta?,India,Severely endangered,3000,18.2293,82.727
1382,Gura,Nigeria,Severely endangered,3000,10.075,6.8499
1950,Harsusi,Oman,Definitely endangered,3000,19.9372,56.2637
77,Hozo,Ethiopia,Definitely endangered,3000,9.3352,34.53
874,Jemez,United States of America,Vulnerable,3000,35.6151,-106.7242
1322,Kamara,Ghana,Definitely endangered,3000,9.0858,-2.2576
2338,Kapingamarangi,Micronesia (Federated States of),Severely endangered,3000,1.0828,154.8081
2680,Koitabu,Papua New Guinea,Vulnerable,3000,-9.346,147.1179
1408,Kuk,Cameroon,Definitely endangered,3000,6.4326,10.2365
533,Lai,China,Definitely endangered,3000,24.4871,105.216
1153,Limirong Tibetan,Nepal,Definitely endangered,3000,29.9164,81.7617
2175,Lishanid Noshan (Israel),Israel,Severely endangered,3000,31.7188,34.7772
385,Lude,Russian Federation,Severely endangered,3000,61.5867,33.6813
1907,"Mbya Guarani (Argentina, Uruguay)","Argentina, Uruguay",Severely endangered,3000,-29.6116,-57.4804
1242,"Mohawk (Akwesasne, St. Regis)",United States of America,Definitely endangered,3000,45.0033,-74.6497
489,Nanay,"China, Russian Federation",Severely endangered,3000,49.3537,136.5243
2620,Palu'e,Indonesia,Definitely endangered,3000,-8.3242,121.7106
1967,Panare,Venezuela (Bolivarian Republic of),Vulnerable,3000,6.5445,-66.4233
646,Pilagá,Argentina,Vulnerable,3000,-25.4035,-58.6669
2083,Pitjantjatjara,Australia,Vulnerable,3000,-26.0719,129.9517
1312,Pukur,Guinea,Definitely endangered,3000,10.4013,-14.4799
2626,Rotuman,Fiji,Vulnerable,3000,-12.5063,177.0776
1837,Savi,"Pakistan, Afghanistan",Definitely endangered,3000,35.2085,71.845
1096,Sherdukpen,India,Vulnerable,3000,27.1935,92.351
1428,Shira Yugur,China,Severely endangered,3000,39.1002,99.2065
1201,Takahanyilang,India,Critically endangered,3000,6.85,93.8726
2209,U,China,Definitely endangered,3000,23.4844,99.8404
2349,Ulithian,Micronesia (Federated States of),Severely endangered,3000,10.0229,139.6801
2587,Waima'a,Timor-Leste,Definitely endangered,3000,-8.4995,126.3372
242,Warlpiri,Australia,Vulnerable,3000,-20.8177,131.6601
326,Yukpa,Venezuela (Bolivarian Republic of),Vulnerable,3000,9.7956,-72.9382
2394,Western Montagnais,Canada,Vulnerable,2980,48.9635,-68.5729
1699,Waiwai (Brazil),Brazil,Vulnerable,2916,-0.7909,-58.2714
1340,Jersey French,United Kingdom of Great Britain and Northern Ireland,Severely endangered,2874,49.2211,-2.1368
963,Bahing,Nepal,Definitely endangered,2765,27.3126,86.5571
2384,Stoney,Canada,Vulnerable,2765,51.161,-114.8533
1483,Southwestern Tepehuan,Mexico,Vulnerable,2756,22.8349,-105.7276
487,Northern Mansi,Russian Federation,Severely endangered,2746,62.6539,63.1494
517,Bisu,"Myanmar, Thailand",Definitely endangered,2740,19.715,99.6789
663,Wari,Brazil,Definitely endangered,2721,-11.7275,-65.0061
2407,Pakan,China,Definitely endangered,2700,23.7447,105.2235
2026,Yami,China,Vulnerable,2700,22.0512,121.5403
69,Ko,Sudan,Critically endangered,2683,10.6714,30.8386
667,Yuracaré,Bolivia (Plurinational State of),Definitely endangered,2675,-16.6888,-65.4345
511,Aimol,India,Critically endangered,2643,24.4971,93.6145
1089,Kohi,Nepal,Vulnerable,2641,27.3607,86.8661
957,Chatino of the western lowlands,Mexico,Definitely endangered,2640,16.3049,-97.5466
127,Bolo,Angola,Definitely endangered,2627,-10.5526,14.9633
1714,Logol,Sudan,Severely endangered,2600,10.8521,30.6463
559,Sila,"Lao People's Democratic Republic, Viet Nam",Definitely endangered,2600,22.3094,102.041
922,Pisaflores Tepehua,Mexico,Vulnerable,2578,20.6883,-98.0125
1870,Xerente,Brazil,Severely endangered,2569,-9.3356,-48.2227
1903,Bribri (Panama),Panama,Severely endangered,2521,9.4813,-82.6174
566,Achuar,"Ecuador, Peru",Definitely endangered,2500,-2.8991,-77.4316
1691,Bai,Sudan,Definitely endangered,2500,8.0592,25.5102
1477,Banka,Mali,Definitely endangered,2500,11.4261,-5.6744
744,Culina (Peru),Peru,Definitely endangered,2500,-9.6224,-70.7958
1636,Gadang,Chad,Definitely endangered,2500,10.3473,17.2485
1054,Khinalug,Azerbaijan,Severely endangered,2500,41.1579,48.0706
538,Laomian (China),China,Definitely endangered,2500,23.7645,100.0195
2223,Laomian (Myanmar),Myanmar,Definitely endangered,2500,22.6833,99.25
1256,Lhokpu,Bhutan,Definitely endangered,2500,26.9514,89.2968
2070,Martuwangka,Australia,Vulnerable,2500,-24.1975,122.9589
745,Mayoruna (Peru),Peru,Vulnerable,2500,-5.5285,-73.4765
2345,Pingelapese,Micronesia (Federated States of),Severely endangered,2500,6.2279,160.7107
711,Rapanui,Chile,Severely endangered,2500,-27.108,-109.3579
1207,Remo,India,Severely endangered,2500,19.1659,82.6391
1436,Roshorvi,Tajikistan,Severely endangered,2500,38.1086,72.1719
1440,Sanglechi,"Tajikistan, Afghanistan",Severely endangered,2500,36.6585,71.4784
2293,Semelai,Malaysia,Severely endangered,2500,3.1761,102.4818
2287,Urak Lawoi (Malaysia),Malaysia,Definitely endangered,2500,6.4194,99.7869
1009,Urak Lawoi (Thailand),Thailand,Definitely endangered,2500,7.7756,98.3306
1641,Zirenkel,Chad,Definitely endangered,2500,12.136,18.4735
50,Vumbu,Gabon,Definitely endangered,2460,-1.8783,10.816
1823,Mopán (Guatemala),Guatemala,Severely endangered,2455,16.5144,-89.4167
299,Cuiba,"Colombia, Venezuela (Bolivarian Republic of)",Severely endangered,2445,6.4463,-69.9389
1172,Raji,Nepal,Severely endangered,2413,27.9721,82.3135
818,Highland Chontal,Mexico,Severely endangered,2410,16.2832,-95.857
1749,Yasa,"Cameroon, Equatorial Guinea",Definitely endangered,2401,2.3284,9.8464
2657,Bumbita Arapesh,Papua New Guinea,Vulnerable,2353,-3.6449,142.8002
2194,Mang (China),China,Definitely endangered,2300,22.8293,103.1039
541,Mang (Viet Nam),Viet Nam,Definitely endangered,2300,22.35,102.9666
923,Tlachichilco Tepehua,Mexico,Definitely endangered,2234,20.6205,-98.1991
1244,Blackfoot (Canada),Canada,Definitely endangered,2200,49.3535,-113.2884
1640,Jaya,Chad,Severely endangered,2200,12.187,18.1645
1758,Karipuna do Amapá,Brazil,Vulnerable,2200,3.3379,-51.6796
1650,Kulfa,Chad,Definitely endangered,2200,9.9742,19.1848
2066,Krahô,Brazil,Vulnerable,2184,-8.4071,-47.2851
2285,Kristang,Malaysia,Severely endangered,2150,2.1935,102.256
732,Yine,Peru,Definitely endangered,2150,-11.4584,-73.0261
762,North Alaskan Inupiaq (Kotzebue Sound),United States of America,Severely endangered,2144,66.8972,-162.5855
1372,North Alaskan Inupiaq (North Slope),United States of America,Severely endangered,2144,71.2725,-156.7749
1373,Seward Peninsula Inupiaq (King Island),United States of America,Critically endangered,2144,64.9728,-168.0616
1374,Seward Peninsula Inupiaq (Little Diomede Island),United States of America,Critically endangered,2144,65.755,-168.9167
1375,Seward Peninsula Inupiaq (Norton Sound),United States of America,Critically endangered,2144,64.5433,-163.029
1933,Katukína-Kanamarí,Brazil,Vulnerable,2100,-5.6159,-68.7304
233,Tiwi,Australia,Vulnerable,2100,-11.6091,130.8911
564,Zaozou,China,Vulnerable,2100,26.1554,99.2944
1883,Ngäbere (Costa Rica),Costa Rica,Definitely endangered,2041,8.4723,-82.9907
1225,Aiton,India,Severely endangered,2000,26.6523,94.2901
166,Anindilyakwa,Australia,Vulnerable,2000,-13.9987,136.582
1936,Apurinã,Brazil,Definitely endangered,2000,-5.4847,-63.8964
168,Arrernte,Australia,Vulnerable,2000,-24.1668,132.0996
281,Ashkun,Afghanistan,Definitely endangered,2000,34.9973,71.0746
2167,Ata,Philippines,Critically endangered,2000,9.6081,122.9155
961,Athpahariya,Nepal,Definitely endangered,2000,26.952,87.3399
1905,Ava-Guaraní,Argentina,Definitely endangered,2000,-23.1403,-64.3359
81,Bayso,Ethiopia,Definitely endangered,2000,6.4081,37.749
1214,Birhor,India,Critically endangered,2000,21.7594,85.935
2277,Boano,Indonesia,Vulnerable,2000,0.4724,120.9979
984,Bori,"China, India",Definitely endangered,2000,28.9889,94.4439
525,Chepya,Lao People's Democratic Republic,Definitely endangered,2000,21.3833,101.8166
1846,Chilisso,Pakistan,Severely endangered,2000,35.2136,73.2396
1798,Culina (Brazil),Brazil,Vulnerable,2000,-7.1008,-68.7744
1910,Damana,Colombia,Definitely endangered,2000,10.9196,-73.4985
1388,Duguza,Nigeria,Definitely endangered,2000,9.9039,9.1186
1711,Galibi Marworno,Brazil,Vulnerable,2000,3.4256,-52.0312
80,Gats'ama - Ganjule - Harro,Ethiopia,Definitely endangered,2000,5.9548,37.5292
2333,Gebe,Indonesia,Vulnerable,2000,-0.1922,129.5397
1290,Ghadames,Libyan Arab Jamahiriya,Vulnerable,2000,30.1166,9.5251
1339,Griko (Calabria),Italy,Severely endangered,2000,37.9961,15.9329
604,Huilliche,Chile,Critically endangered,2000,-40.4803,-73.5424
107,Ik,Uganda,Severely endangered,2000,3.5024,34.1894
1183,Jangshung,India,Definitely endangered,2000,31.7748,78.4753
1033,Jero,Nepal,Vulnerable,2000,27.2241,86.3909
597,Kari'ña (French Guyana),French Guiana (France),Definitely endangered,2000,5.5066,-53.6572
675,Khamnigan Mongol,"China, Mongolia, Russian Federation",Definitely endangered,2000,50.3454,114.1094
1390,Kona,Nigeria,Severely endangered,2000,9.0587,11.2829
2051,Koreguaje,Colombia,Definitely endangered,2000,1,-75
484,Koryak,Russian Federation,Severely endangered,2000,61.8561,168.6621
1573,Kota,India,Critically endangered,2000,11.4154,76.8576
61,Logorik,Sudan,Critically endangered,2000,11.1433,29.8306
386,Lule Saami,"Norway, Sweden",Severely endangered,2000,67.272,17.7978
1197,Luro,India,Critically endangered,2000,7.915,93.3837
1633,Mambai,Chad,Severely endangered,2000,9.6007,14.0899
1192,Milang,India,Definitely endangered,2000,28.488,95.2954
632,Mocoví,Argentina,Definitely endangered,2000,-27.6056,-59.7656
2555,Momuna,Indonesia,Vulnerable,2000,-5,139
545,Mpi,Thailand,Definitely endangered,2000,18.2554,100.2227
2412,Muda,China,Vulnerable,2000,21.8421,100.6851
1851,Munji,Afghanistan,Severely endangered,2000,36.0379,70.6723
2247,Nguon,Viet Nam,Vulnerable,2000,17.5333,105.3833
325,Nheengatu / Yeral (Venezuela),Venezuela (Bolivarian Republic of),Severely endangered,2000,1.2303,-66.8408
1362,Nihali,India,Critically endangered,2000,20.5402,76.0913
1123,Nyishangba,Nepal,Definitely endangered,2000,28.6423,84.1017
1532,Ottawa (Walpole Island),"Canada, United States of America",Severely endangered,2000,42.6068,-82.5195
1572,Prasun,Afghanistan,Definitely endangered,2000,35.3543,71.26
2033,Rukai,China,Vulnerable,2000,22.792,120.8104
311,Sáliba,"Colombia, Venezuela (Bolivarian Republic of)",Severely endangered,2000,5.3097,-69.873
2411,Sangkong,China,Vulnerable,2000,21.5158,100.6957
47,Sarwa,Chad,Definitely endangered,2000,10.5958,17.0397
861,Shoshoni (Idaho),United States of America,Severely endangered,2000,43.0438,-112.4629
1469,Shoshoni (Nevada),United States of America,Severely endangered,2000,40.0358,-113.9835
1468,Shoshoni (Wyoming),United States of America,Severely endangered,2000,43.014,-108.8209
1222,Tai Phake,India,Severely endangered,2000,27.5033,95.2185
2,Tamazight (Arzew),Algeria,Critically endangered,2000,35.5869,-0.4737
561,Tanglang,China,Vulnerable,2000,26.0863,99.7119
1748,Tchitchege,Gabon,Definitely endangered,2000,-1.8508,13.612
1194,Tinan,"China, India",Definitely endangered,2000,32.519,77.6733
591,Tsafiki,Ecuador,Definitely endangered,2000,-0.25,-79.15
1662,Ukhwejo,Central African Republic,Severely endangered,2000,3.3626,16.0565
733,Urarina,Peru,Vulnerable,2000,-4.3464,-75.3002
1836,Ushojo,Pakistan,Definitely endangered,2000,35.0209,72.897
895,Waigali,Afghanistan,Definitely endangered,2000,35.1895,71.1941
758,Waotededo,Ecuador,Vulnerable,2000,-1.1864,-76.6296
2482,Wotapuri-Katarqalai,Afghanistan,Definitely endangered,2000,34.4166,70.3333
1426,Wutun,China,Definitely endangered,2000,35.791,102.4365
579,Candoshi,Peru,Definitely endangered,1900,-3.7107,-76.9042
1771,Hupda (Brazil),Brazil,Vulnerable,1900,0.7909,-68.247
975,Mixtec of the central Ravine,Mexico,Definitely endangered,1878,17.9666,-96.8333
1654,Kendeje,Chad,Definitely endangered,1859,13.6299,21.5771
1043,Hunzib,Russian Federation,Definitely endangered,1839,42.1654,46.2991
1328,Tchumbuli,Benin,Critically endangered,1838,8.7113,2.1533
747,Cashibo-Cacataibo,Peru,Definitely endangered,1800,-8.9393,-75.0915
2679,Grass Koiari,Papua New Guinea,Vulnerable,1800,-9.4558,147.5559
2536,Isirawa,Indonesia,Vulnerable,1800,-1.8783,138.5485
2292,Lanoh,Malaysia,Critically endangered,1800,5.2509,101.0206
2310,Lemolang,Indonesia,Vulnerable,1800,-2.6303,120.1849
2602,Nila (Seram Island),Indonesia,Definitely endangered,1800,-3.2173,128.9849
2437,Shixing,China,Definitely endangered,1800,28.5263,100.4734
1360,Chuj (Mexico),Mexico,Critically endangered,1771,16.1203,-92.0407
435,Darma,"India, Nepal",Definitely endangered,1761,30.0037,80.5641
1407,Kung,Cameroon,Severely endangered,1750,6.5227,10.1074
302,Lokono (Guyana),"Guyana, Venezuela (Bolivarian Republic of)",Critically endangered,1750,6.2934,-58.0957
433,Byangsi,"India, Nepal",Definitely endangered,1734,30.0595,80.7824
518,Pasing,Lao People's Democratic Republic,Definitely endangered,1732,21.1254,101.4697
1110,Yamphu,Nepal,Definitely endangered,1722,27.5935,87.3316
2272,Andio,Indonesia,Vulnerable,1700,-0.8514,123.1457
765,Cheyenne (Montana),United States of America,Definitely endangered,1700,45.5495,-106.5263
2178,Kumzari,Oman,Severely endangered,1700,26.1936,56.2431
1946,Quechua of Yauyos,Peru,Critically endangered,1700,-12.9081,-75.6958
1467,Bainouk-Samik,Senegal,Severely endangered,1685,12.5733,-16.2652
2239,Côông,Viet Nam,Definitely endangered,1676,22.5943,102.7455
268,Dogrib,Canada,Vulnerable,1675,62.8292,-115.9904
840,Upland Yuman,United States of America,Vulnerable,1650,36.2377,-112.7094
1018,Eastern Cuicatec,Mexico,Vulnerable,1641,17.9666,-96.7166
2059,Tamazight (Ait Rouadi),Morocco,Extinct,1637,32.5745,-5.9655
2348,Woleaian,Micronesia (Federated States of),Severely endangered,1631,7.3515,143.8769
921,Huehuetla Tepehua,Mexico,Definitely endangered,1603,20.46,-98.0761
1630,Kadiwéu,Brazil,Definitely endangered,1600,-20.5222,-56.7237
1539,Southern Tiwa (Isleta Pueblo),United States of America,Definitely endangered,1600,34.9057,-106.7066
1538,Southern Tiwa (Sandia Pueblo),United States of America,Definitely endangered,1600,35.2516,-106.565
1540,Tewa (Arizona),United States of America,Definitely endangered,1600,35.8334,-110.3798
877,Tewa (New Mexico),United States of America,Severely endangered,1600,36.053,-106.0708
